Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
60578,42000000,"tibetan,greek",Chennai,Near Party Hub,03-09-2008,80,Tier A Celebrity,73,0,1,1,1,1,2,Bar,Greek,3,0,10,5,3,6,7,10,3,3,NA,NA,4,6,4,4,6
60579,30500000,"japanese,thai",Chennai,Near Party Hub,03-07-2013,68.8,Not Specific,86,1,1,1,1,1,2,Bar,Arabian,3,0,4,5,5,5,7,9,5,NA,5,NA,3,7,2,3,5
60580,18000000,"tibetan,italian",New Delhi,Near Party Hub,28-07-2010,90,Tier A Celebrity,75,1,1,1,1,1,2,Bar,Parsi,1,0,9,7,6,5,5,8,NA,3,NA,NA,8,8,5,6,6
60581,22000000,"tibetan,greek",Bangalore,Near Party Hub,16-06-2008,63.43,Not Specific,51.63,1,0,1,1,1,2,Caffee,Arabian,4,0,5,3,5,5,7,9,4,NA,4,NA,7,7,7,3,6
60582,26000000,"peruvian,cuban",vizag,Near Party Hub,30-11-2011,63,Not Specific,63,1,1,0,0,1,2,Bar,Nature,2,1,2,3,4,3,5,6,NA,NA,NA,2,10,6,7,7,6
60583,46000000,"tibetan,greek",Bangalore,Near Party Hub,28-02-2010,88.4,Not Specific,76,1,1,1,1,0,2,Bar,Arabian,3,0,5,3,3,5,8,NA,NA,NA,NA,NA,5,7,3,7,6
60584,40500000,"japanese,thai",Bangalore,Near Party Hub,26-01-2009,87,Not Specific,67,1,1,1,1,0,2,Bar,Nature,2,1,2,4,3,4,9,10,NA,NA,NA,4,6,4,4,7,6
60585,43000000,"tibetan,italian",Bangalore,Near Party Hub,29-10-2005,61,Not Specific,59,1,1,0,1,1,2,Bar,90's,2,1,7,3,5,4,9,9,5,NA,NA,NA,5,8,6,6,7
60586,29000000,"tibetan,italian",Chennai,Near Party Hub,10-12-2010,73,Tier A Celebrity,91,1,1,1,1,0,2,Bar,90's,4,1,1,5,4,5,9,10,4,NA,NA,NA,8,9,9,0,8
60587,33000000,"indian,irish",New Delhi,Near Party Hub,11-04-2005,70.4,Tier A Celebrity,66.4,1,1,1,0,0,1,Caffee,Arabian,2,1,8,6,6,4,6,8,4,NA,NA,NA,6,9,6,3,9
60588,18000000,"algerian,algerian",Noida,Near Party Hub,19-03-2011,67.6,Tier A Celebrity,70.2,1,1,1,1,0,2,Bar,Greek,3,0,7,3,4,4,5,6,3,1,NA,NA,6,6,3,4,3
60589,33500000,"tibetan,greek",Pune,Near Party Hub,28-07-2011,73.8,Tier A Celebrity,75.4,1,1,1,1,1,2,Bar,Greek,2,0,4,4,4,6,6,7,3,3,NA,NA,2,7,4,6,6
60590,27500000,"algerian,belgian",Chennai,Near Party Hub,25-08-2009,84.6,Tier A Celebrity,74.2,1,1,1,0,1,2,Bar,Greek,2,0,1,5,4,5,9,9,NA,4,NA,NA,8,7,4,2,6
60591,27500000,"welsh,thai",Nouda,Near Party Hub,23-08-2010,81.6,Not Specific,78.4,0,1,1,1,1,2,Bar,Arabian,3,0,2,5,5,5,8,8,5,NA,3,NA,1,6,2,3,4
60592,24000000,"turkish,nigerian",Noida,Near Business Hub,05-01-2014,60,Not Specific,73,1,1,1,1,1,2,Bar,Greek,3,0,5,4,5,5,8,NA,NA,NA,NA,NA,9,4,5,5,7
60593,39000000,"indian,irish",Dharamshala,Near Party Hub,22-02-2010,74,Not Specific,74.8,1,1,1,1,1,2,Bar,Greek,3,0,7,5,5,6,6,9,NA,4,NA,NA,6,6,3,2,7
60594,30000000,"tibetan,greek",Bangalore,Near Party Hub,24-10-2010,89,Tier A Celebrity,63,1,1,1,1,1,2,Bar,90's,3,1,6,6,5,6,9,9,5,NA,NA,NA,10,8,3,2,5
60595,52500000,"algerian,algerian",Pune,Near Party Hub,30-09-2006,76,Not Specific,84,1,1,1,1,1,2,Bar,90's,2,0,2,5,5,4,10,8,3,NA,NA,NA,6,8,3,6,9
60596,18000000,"japanese,thai",Hyderabad,Near Business Hub,30-01-2012,55.5,Not Specific,66,1,1,1,1,1,2,Bar,Arabian,2,0,1,2,3,3,7,8,3,NA,3,NA,4,2,2,4,4
60597,15000000,"welsh,thai",-1,Near Party Hub,31-07-2009,74.67,Not Specific,73.2,1,1,1,1,1,2,Bar,Arabian,2,0,4,6,5,7,8,9,6,NA,NA,NA,4,8,5,1,7
60598,29000000,"peruvian,cuban",Banagalore,Near Party Hub,15-08-2012,92.16,Not Specific,93.7,1,1,0,1,1,2,Bar,Greek,3,0,2,5,4,6,8,10,3,3,2,NA,8,10,8,1,10
60599,32000000,"peruvian,cuban",-1,Near Business Hub,27-12-2009,83.66,Not Specific,97.1,1,1,0,1,1,2,Bar,Nature,4,0,8,5,6,5,6,8,NA,NA,NA,3,8,8,1,7,5
60600,31500000,"algerian,belgian",Bangalore,Near Party Hub,15-01-2007,62.86,Local Celebrity,69.04,0,1,1,0,1,2,Caffee,Arabian,3,0,5,6,5,3,9,9,6,NA,NA,NA,8,7,2,2,8
60601,20000000,"algerian,belgian",Thiruvananthapuram,Near Party Hub,22-05-2005,49,Not Specific,63,1,1,1,0,1,2,Gastro Bar,Cinnamon,4,1,10,3,4,5,5,NA,4,2,NA,NA,4,3,2,5,4
60602,24000000,"algerian,belgian",Mumbai,Near Party Hub,04-10-2009,78.4,Tier A Celebrity,50.2,0,1,1,1,0,2,Bar,Chinese,2,0,10,4,4,4,9,8,NA,2,NA,NA,10,7,3,0,6
60603,20000000,"japanese,thai",Hyderabad,Near Business Hub,15-06-2011,87,Not Specific,96.5,0,1,1,0,1,2,Bar,Greek,3,1,1,4,5,5,10,8,NA,3,NA,NA,10,8,2,2,6
60604,26500000,"tibetan,greek",Noida,Near Party Hub,31-01-2011,71,Tier A Celebrity,68,1,1,1,0,0,2,Bar,Arabian,3,0,9,5,4,6,10,10,4,NA,4,NA,6,7,5,3,7
60605,42000000,"turkish,nigerian",Pune,Near Party Hub,03-08-2009,81,Not Specific,77.7,1,1,1,1,1,2,Bar,90's,3,0,2,3,4,4,8,8,3,NA,NA,NA,3,6,3,5,4
60606,35000000,"british,japanese",Bangalore,Near Party Hub,02-12-2009,87.11,Not Specific,80.4,1,1,1,1,1,2,Bar,Molino,2,0,5,4,4,5,8,7,3,3,NA,NA,3,4,0,5,3
60607,30000000,"tibetan,greek",Chennai,Near Business Hub,03-02-2012,87,Not Specific,93,0,1,1,1,1,2,Bar,Greek,4,0,7,5,5,5,8,NA,4,NA,NA,NA,7,7,5,6,5
60608,60000000,"algerian,belgian",New Delhi,Near Party Hub,27-06-2011,92,Tier A Celebrity,90.2,1,1,1,1,1,1,Bar,Molino,3,0,4,7,6,7,5,10,NA,NA,NA,NA,8,8,5,0,6
60609,27500000,"british,japanese",Hyderabad,Near Party Hub,17-12-2008,,Not Specific,88,1,1,1,1,1,2,Bar,Arabian,2,1,5,5,3,6,5,7,3,NA,NA,NA,9,9,7,2,6
60610,30000000,"tibetan,italian",Pune,Near Party Hub,16-10-2010,77.53,Not Specific,72.67,1,1,1,1,1,2,Bar,Parsi,2,0,7,5,5,5,8,10,4,3,NA,NA,8,6,6,0,7
60611,32500000,"japanese,thai",Pune,Near Party Hub,30-11-2010,91,Tier A Celebrity,93.4,1,1,1,1,1,2,Bar,Greek,4,1,8,6,5,5,6,9,NA,4,NA,NA,7,7,6,0,7
60612,31500000,"japanese,thai",Coimbatore,Near Business Hub,28-02-2008,87.8,Not Specific,73.83,0,0,0,1,1,2,Caffee,Arabian,4,0,7,3,4,3,6,9,5,NA,NA,NA,10,9,3,0,7
60613,50000000,"japanese,thai",-1,Near Party Hub,24-05-2008,82,Tier A Celebrity,79,1,1,1,1,1,2,Bar,Greek,2,0,4,4,5,6,9,10,3,3,NA,NA,5,5,6,3,5
60614,44000000,"british,japanese",Hissar,Near Party Hub,21-10-2007,48,Tier A Celebrity,66.66,1,1,1,0,1,2,Bar,Arabian,1,0,5,4,4,3,6,6,3,NA,NA,NA,7,8,4,3,8
60615,65500000,"turkish,nigerian",Bangalore,Near Party Hub,24-03-2008,88.5,Tier A Celebrity,85.4,1,1,0,1,1,2,Bar,Greek,5,0,1,5,6,6,8,9,NA,4,NA,NA,6,8,3,3,8
60616,16000000,"algerian,belgian",Hyderabad,Near Party Hub,14-08-2009,61.9,Not Specific,64.4,1,1,1,0,1,2,Bar,Arabian,3,1,3,6,5,6,9,9,5,NA,NA,NA,7,8,7,2,6
60617,36000000,"tibetan,greek",-1,Near Party Hub,25-11-2009,75.4,Tier A Celebrity,62.4,1,1,0,1,1,2,Bar,Arabian,3,0,6,6,5,6,8,9,5,NA,NA,NA,5,7,5,3,5
60618,80000000,"indian,irish",Ranchi,Near Party Hub,09-06-2007,76.7,Not Specific,61,1,1,1,1,1,1,Bar,Nature,2,0,8,4,3,5,7,9,NA,NA,NA,5,6,9,6,2,8
60619,33500000,"japanese,thai",Pune,Near Party Hub,26-06-2009,79.2,Not Specific,71.9,1,1,0,0,1,2,Bar,Nature,3,0,1,5,5,5,6,7,NA,NA,NA,3,5,6,4,4,4
60620,32500000,"tibetan,italian",BANGALORE,Near Party Hub,22-03-2011,82,Tier A Celebrity,,1,1,1,1,1,2,Bar,Delicio,2,1,6,5,5,6,10,9,5,NA,NA,NA,3,8,5,7,6
60621,54500000,"turkish,sapnish",Bangalore,Near Party Hub,13-04-2007,86,Not Specific,82.83,1,1,1,0,1,2,Bar,Arabian,2,1,6,4,3,5,9,10,4,NA,NA,NA,9,9,5,4,8
60622,35000000,"british,japanese",New Delhi,Near Party Hub,18-12-2010,82,Tier A Celebrity,83,1,1,1,1,1,1,Bar,Arabian,3,1,6,5,5,7,5,9,5,NA,NA,NA,6,5,5,4,6
60623,9500000,"tibetan,greek",Chennai,Near Party Hub,09-12-2009,86.5,Not Specific,82.08,1,1,1,1,1,2,Bar,90's,2,0,3,5,5,4,8,10,4,NA,4,NA,8,9,7,0,7
60624,20000000,"irish,belgian",-1,Near Party Hub,24-08-2012,80,Not Specific,80,0,1,1,1,1,2,Bar,Arabian,2,1,9,4,5,4,7,10,4,NA,4,NA,8,6,6,0,5
60625,12000000,"tibetan,greek",Madurai,Near Party Hub,02-05-2010,68,Not Specific,61.5,1,1,1,1,1,2,Bar,90's,2,0,9,2,3,2,9,8,3,NA,NA,NA,4,6,4,4,6
60626,10000000,"tibetan,greek",Hyderabad,Near Business Hub,15-03-2010,83.8,Not Specific,88.4,1,1,1,1,1,2,Bar,90's,2,0,2,4,5,4,10,10,4,NA,NA,NA,9,9,6,0,8
60627,12000000,"indian,irish",Bangalore,Near Party Hub,19-06-2009,72.8,Not Specific,80.2,0,1,1,0,1,2,Caffee,Arabian,3,0,3,4,4,5,9,7,3,NA,NA,NA,9,8,9,2,8
60628,42000000,"tibetan,greek",Mumbai,Near Party Hub,15-06-2011,69,Tier A Celebrity,65.2,0,1,1,1,1,2,Bar,90's,3,0,5,6,6,6,5,9,6,NA,NA,NA,6,6,6,6,4
60629,50500000,"turkish,nigerian",Noida,Near Party Hub,28-10-2008,73,Tier A Celebrity,58,1,1,0,1,1,2,Bar,Parsi,2,0,4,4,2,3,5,7,3,2,NA,3,2,5,2,5,2
60630,20000000,"tibetan,italian",Kochi,Near Party Hub,11-01-2008,83,Tier A Celebrity,73,0,1,1,1,1,2,Bar,Parsi,4,1,2,5,6,6,5,7,5,3,NA,NA,8,8,6,2,8
60631,50000000,"tibetan,italian",Kolkata,Near Business Hub,21-04-2008,68,Not Specific,65,1,1,0,1,1,2,Bar,90's,3,0,6,5,4,5,8,7,3,NA,NA,NA,,7,6,7,6
60632,40000000,"japanese,thai",Pune,Near Business Hub,30-12-2008,87,Not Specific,78.8,0,1,1,0,1,2,Bar,90's,3,0,1,6,5,5,10,8,4,NA,NA,NA,8,9,4,4,8
60633,24000000,"chinese,salvadorian",Bangalore,Near Party Hub,10-08-2008,87,Tier A Celebrity,75,1,1,1,1,1,2,Bar,Arabian,2,0,7,5,5,5,6,10,5,NA,4,NA,5,5,5,4,4
60634,41000000,"tibetan,greek",Noida,Near Party Hub,08-07-2008,77.5,Not Specific,77.38,1,1,1,1,1,2,Bar,Arabian,3,1,8,5,5,5,7,9,6,NA,NA,NA,3,8,5,3,6
60635,42500000,"algerian,belgian",Bangalore,Near Party Hub,18-08-2006,81.2,Tier A Celebrity,68.4,1,1,1,1,1,2,Bar,90's,2,0,4,5,5,5,6,9,5,NA,NA,NA,5,9,5,9,8
60636,15000000,"british,japanese",New Delhi,Near Business Hub,07-11-2011,79.33,Not Specific,71,1,1,0,1,1,2,Bar,Greek,3,0,5,4,4,4,6,8,3,3,NA,NA,9,7,5,2,8
60637,18000000,"cuban,british",Gurga,Near Party Hub,06-01-2009,67.3,Tier A Celebrity,68,1,1,1,1,0,2,Bar,Greek,2,0,6,4,2,2,9,8,NA,3,NA,NA,8,8,6,2,8
60638,30000000,"tibetan,greek",Navi Mumbai,Near Business Hub,09-03-2010,83.2,Tier A Celebrity,71.8,0,1,1,1,1,2,Bar,Arabian,3,1,7,5,6,6,7,10,4,NA,NA,NA,4,7,3,5,5
60639,40000000,"tibetan,greek",-1,Near Party Hub,20-09-2009,81.2,Tier A Celebrity,66.8,1,1,1,1,0,2,Bar,Parsi,3,0,5,5,6,5,9,8,NA,3,NA,NA,6,7,4,5,7
60640,50500000,"algerian,algerian",Noida,Near Party Hub,27-08-2011,72.5,Not Specific,63.2,1,1,0,1,1,,Bar,Arabian,2,0,6,4,4,3,9,7,4,NA,3,NA,7,7,7,3,7
60641,30000000,"indian,irish",Hyderabad,Near Party Hub,24-05-2010,68,Not Specific,68,1,1,0,0,0,2,Bar,Arabian,3,1,1,3,5,6,7,9,5,NA,NA,NA,2,4,2,7,6
60642,21500000,"algerian,belgian",Gurgaon,Near Party Hub,26-10-2011,65,Tier A Celebrity,71.25,1,1,1,1,1,2,Bar,Chinese,3,0,10,3,4,6,10,9,NA,NA,NA,NA,6,7,6,4,7
60643,18000000,"chinese,salvadorian",Rudrapur,Near Party Hub,04-12-2012,55,Not Specific,70.4,1,1,0,1,1,2,Bar,Greek,2,0,10,4,4,4,5,10,NA,3,NA,NA,7,6,7,5,7
60644,18000000,"cuban,british",Gurgaon,Near Party Hub,07-11-2008,60,Not Specific,53,1,1,1,1,1,2,Caffee,Arabian,3,0,2,6,4,5,8,9,5,NA,NA,NA,9,8,4,2,7
60645,24000000,"british,japanese",-1,Near Party Hub,06-10-2009,77.67,Not Specific,76.62,0,1,1,1,1,,Bar,Arabian,2,1,4,3,5,4,6,9,5,NA,NA,NA,8,8,5,3,7
60646,14000000,"algerian,korean",New Delhi,Near Party Hub,01-08-2009,64,Not Specific,61,1,1,1,1,0,2,Bar,90's,3,0,7,4,4,5,8,8,3,NA,NA,NA,6,8,6,4,3
60647,12000000,"tibetan,italian",New Delhi,Near Party Hub,18-01-2010,79.6,Tier A Celebrity,72.5,1,1,1,1,1,2,Bar,Arabian,2,0,6,6,6,5,5,9,4,NA,6,NA,8,10,8,0,7
60648,32000000,"welsh,thai",Bangalore,Near Party Hub,09-05-2011,74,Not Specific,72,1,1,1,1,1,2,Bar,Greek,2,0,9,5,6,5,10,10,4,3,NA,NA,6,7,6,0,7
60649,18000000,"turkish,nigerian",Banglore,Near Business Hub,23-05-2012,74,Not Specific,73,1,1,1,0,1,2,Bar,Arabian,2,0,4,4,4,2,10,7,1,NA,3,NA,9,9,7,6,9
60650,14500000,"japanese,thai",Indore,Near Party Hub,20-03-2011,63,Tier A Celebrity,56,1,1,1,1,0,2,Bar,Arabian,2,0,5,4,5,5,9,9,NA,NA,5,NA,7,6,7,4,8
60651,38000000,"tibetan,italian",-1,Near Party Hub,12-09-2010,94.2,Tier A Celebrity,80.2,0,1,1,1,1,1,Bar,Greek,3,1,4,6,5,6,10,9,NA,4,NA,NA,5,6,6,3,6
60652,48000000,"hawaiian,latvian",Pune,Near Party Hub,24-07-2010,83,Tier A Celebrity,83,1,1,1,1,1,2,Bar,90's,3,0,5,5,5,8,7,9,6,NA,NA,NA,8,7,5,3,6
60653,12000000,"algerian,korean",-1,Near Party Hub,19-02-2010,59.33,Not Specific,72.77,1,1,1,1,1,2,Caffee,Arabian,3,0,2,5,6,5,6,9,4,NA,4,NA,7,7,8,3,7
60654,37500000,"tibetan,italian",Chennai,Near Party Hub,01-05-2006,79,Tier A Celebrity,66,1,1,1,1,1,2,Bar,90's,5,0,10,5,4,5,7,10,4,NA,NA,NA,5,7,4,4,6
60655,44500000,"british,japanese",Bangalore,Near Party Hub,28-12-2008,83,Tier A Celebrity,72,1,1,1,1,1,2,Bar,90's,2,1,1,4,5,5,7,9,5,NA,NA,NA,6,9,5,4,8
60656,50000000,"turkish,nigerian",Coimbatore,Near Business Hub,15-02-2008,87.63,Not Specific,79.83,1,1,1,0,1,2,Caffee,Arabian,4,0,8,4,5,4,5,9,5,NA,NA,NA,6,4,5,8,4
60657,45000000,"algerian,korean",Bangalore,Near Party Hub,22-05-2016,89,Not Specific,95.4,1,1,1,0,1,2,Bar,Nature,2,0,5,7,4,5,6,NA,2,NA,NA,NA,8,7,6,2,8
60658,32500000,"tibetan,italian",Chandigarh,Near Party Hub,10-01-2011,76.6,Tier A Celebrity,73.8,1,1,1,1,1,2,Bar,Arabian,2,0,3,6,5,5,7,9,5,NA,NA,NA,6,9,5,7,6
60659,52000000,"indian,irish",Bangalore,Near Business Hub,22-05-2008,84.6,Not Specific,81,0,1,1,1,1,2,Bar,Greek,3,0,5,4,5,4,8,9,3,4,NA,NA,8,7,5,4,7
60660,33000000,"turkish,nigerian",Thane,Near Party Hub,21-05-2010,69.6,Tier A Celebrity,74.6,1,1,1,1,1,2,Bar,90's,3,0,1,5,5,7,10,9,5,NA,NA,NA,7,5,4,4,6
60661,9500000,"polish,jewish",Bangalore,Near Party Hub,07-05-2008,79.6,Not Specific,68.2,1,1,1,1,1,2,Caffee,Arabian,2,1,5,6,4,5,7,6,4,NA,2,NA,6,8,5,2,7
60662,16000000,"tibetan,greek",New Delhi,Near Party Hub,10-10-2006,70,Tier A Celebrity,60,0,1,1,1,0,2,Bar,90's,2,1,3,4,5,4,8,8,3,NA,NA,NA,6,7,8,3,8
60663,24000000,"tibetan,greek",Bangalore,Near Party Hub,08-03-2006,89.76,Not Specific,77.3,0,1,1,1,1,2,Bar,Greek,2,0,9,4,6,4,6,10,4,3,NA,NA,8,9,6,2,7
60664,30000000,"tibetan,italian",Pune,Near Party Hub,13-08-2010,84.14,Not Specific,81.17,0,1,1,1,1,2,Bar,Parsi,2,0,8,5,6,5,5,NA,5,NA,NA,NA,9,8,8,2,7
60665,24500000,"welsh,thai",Noida,Near Party Hub,02-08-2009,76,Not Specific,64.8,1,1,1,1,1,2,Bar,Arabian,2,0,4,4,4,4,10,8,4,NA,NA,NA,4,5,4,6,6
60666,24000000,"algerian,belgian",-1,Near Party Hub,10-07-2011,88.17,Not Specific,81.12,1,1,0,1,1,2,Bar,Resca,2,0,10,6,5,8,5,NA,NA,NA,NA,NA,10,9,7,1,9
60667,11000000,"welsh,thai",Kolkata,Near Party Hub,01-11-2010,59.6,Tier A Celebrity,60,1,1,1,1,1,2,Bar,Arabian,4,1,7,3,4,6,10,NA,NA,NA,NA,NA,7,4,0,0,0
60668,45000000,"tibetan,italian",-1,Near Business Hub,19-09-2010,83.2,Tier A Celebrity,80.4,1,1,1,0,1,1,Bar,Arabian,3,1,9,6,6,5,9,9,5,NA,NA,NA,4,9,5,4,6
60669,44000000,"tibetan,greek",-1,Near Business Hub,01-09-2010,87.6,Tier A Celebrity,80,1,1,1,1,1,1,Bar,Greek,3,0,9,8,5,6,6,9,4,NA,NA,NA,3,7,3,7,8
60670,48000000,"cuban,british",Australia,Near Party Hub,16-10-2011,64.3,Not Specific,66.4,1,1,1,1,1,2,Bar,Arabian,3,0,2,5,4,4,7,10,5,NA,4,NA,10,3,2,0,4
60671,16000000,"algerian,belgian",Bangalore,Near Business Hub,29-10-2004,75.04,Not Specific,62.16,0,1,1,1,1,2,Caffee,Arabian,3,0,6,5,4,3,5,6,2,3,NA,NA,7,5,4,5,6
60672,36000000,"welsh,thai",Thiruvananthapuram,Near Business Hub,05-04-2008,,Tier A Celebrity,84,1,1,1,1,1,2,Bar,Arabian,3,0,9,5,6,6,7,9,5,NA,NA,NA,6,8,5,1,5
60673,33500000,"japanese,thai", Chennai,Near Party Hub,24-10-2006,82.9,Not Specific,91.5,1,1,0,1,1,2,Gastro Bar,Greek,4,1,3,5,6,4,10,6,NA,2,NA,NA,3,8,3,3,5
60674,32500000,"tibetan,italian",Hyderabad,Near Party Hub,05-09-2011,88,Tier A Celebrity,89,1,1,1,1,1,2,Bar,Arabian,4,0,4,6,5,6,10,9,7,NA,5,NA,10,10,6,0,6
60675,14500000,"british,japanese",Hyderabad,Near Party Hub,07-02-2008,69,Not Specific,87,1,1,1,1,1,2,Bar,Umami,2,1,7,3,4,4,5,6,NA,NA,NA,2,4,5,3,7,0
60676,22000000,"algerian,belgian",Bangalore ,Near Party Hub,06-11-2010,72.5,Not Specific,78.3,0,1,1,1,1,2,Bar,Greek,2,0,5,3,4,3,6,NA,2,NA,NA,NA,10,9,6,3,7
60677,33000000,"turkish,nigerian",-1,Near Party Hub,22-08-2006,73.5,Not Specific,81,0,1,1,1,1,2,Bar,Greek,3,1,9,4,4,6,6,7,1,3,NA,NA,4,8,5,4,8
60678,48000000,"tibetan,greek",Gurgaon,Near Party Hub,25-08-2009,73.67,Local Celebrity,80,1,1,1,1,1,2,Bar,90's,4,0,6,6,6,8,10,9,6,NA,NA,NA,10,9,6,0,10
60679,20000000,"welsh,thai",Bangalore,Near Business Hub,24-12-2011,88,Not Specific,67.68,1,1,1,0,1,2,Bar,Greek,3,1,3,6,5,4,8,7,NA,2,NA,NA,9,6,3,6,7
60680,20000000,"tibetan,italian",-1,Near Party Hub,04-09-2009,70.2,Tier A Celebrity,63.4,0,1,1,1,1,2,Bar,Greek,2,0,5,4,5,3,5,7,NA,2,NA,NA,9,9,8,5,8
60681,38000000,"algerian,belgian",Hyderabad,Near Party Hub,11-06-2008,74.4,Not Specific,78.2,1,1,1,1,0,2,Gastro Bar,Arabian,3,0,4,5,3,3,6,8,4,NA,NA,NA,7,5,4,3,5
60682,64500000,"irish,belgian",Lucknow,Near Party Hub,11-09-2007,73.5,Not Specific,70.6,0,1,1,0,1,2,Bar,Arabian,2,0,5,4,3,5,7,9,5,NA,NA,NA,8,5,4,4,7
60683,20000000,"british,japanese",Bangalore,Near Party Hub,27-07-2009,81.6,Not Specific,57.8,1,1,1,1,1,2,Bar,Greek,2,0,3,4,3,4,7,6,NA,2,NA,NA,2,5,1,6,5
60684,27000000,"indian,irish",-1,Near Party Hub,03-02-2010,72,Tier A Celebrity,57,0,1,0,1,1,2,Bar,90's,2,0,3,4,4,4,7,6,2,NA,NA,NA,6,5,3,2,5
60685,16000000,"tibetan,italian",Noida,Near Party Hub,28-07-2010,83,Tier A Celebrity,63,1,1,1,1,1,2,Bar,90's,2,0,1,4,4,5,9,7,3,NA,3,NA,7,6,5,0,7
60686,53000000,"turkish,nigerian",CHEYYAR,Near Business Hub,27-11-2007,77.7,Not Specific,85.3,1,1,1,1,0,2,Bar,90's,4,1,9,4,4,5,7,10,4,NA,NA,NA,4,4,3,3,4
60687,31000000,"swedish,greek",Noida,Near Party Hub,13-09-2009,68,Tier A Celebrity,70.16,1,1,1,0,1,2,Bar,Arabian,2,0,3,4,4,4,8,9,5,NA,NA,NA,5,6,2,4,5
60688,30000000,"indian,irish",Bangalore,Near Party Hub,25-05-2007,80,Tier A Celebrity,70,1,1,1,0,1,1,Bar,Arabian,1,0,9,5,6,5,6,9,5,NA,NA,NA,4,7,3,4,7
60689,30000000,"tibetan,greek",Mumbai ,Near Business Hub,11-10-2010,87.69,Not Specific,83.67,1,1,0,1,1,2,Bar,Greek,2,1,3,5,5,5,5,10,4,3,3,NA,7,7,7,6,7
60690,14000000,"peruvian,cuban",noida,Near Party Hub,11-09-2011,60,Not Specific,64,1,1,1,1,1,2,Bar,Greek,3,0,8,3,4,2,8,6,NA,2,NA,NA,7,6,6,3,5
60691,44000000,"welsh,thai",Gurgaon,Near Business Hub,27-11-2008,83.16,Tier A Celebrity,77,1,1,1,1,0,1,Gastro Bar,English,5,0,6,5,5,6,7,7,4,3,NA,NA,8,5,3,2,6
60692,40000000,"tibetan,greek",Bangalore,Near Business Hub,07-07-2008,91,Not Specific,83,0,1,1,1,1,2,Bar,Arabian,3,0,5,5,5,3,10,10,4,NA,NA,NA,5,3,1,6,5
60693,32500000,"tibetan,greek",Pune,Near Party Hub,26-07-2012,71.32,Not Specific,75.69,1,1,1,1,1,2,Bar,Nature,3,1,10,4,4,4,10,8,NA,NA,NA,3,8,7,7,7,7
60694,22000000,"japanese,thai",New Delhi,Near Party Hub,27-07-2010,73.6,Tier A Celebrity,61.2,1,1,1,0,1,2,Bar,English,2,0,4,4,4,4,5,7,NA,2,NA,NA,,7,5,2,6
60695,40000000,"japanese,thai",Gurgaon,Near Party Hub,05-02-2009,77.8,Tier A Celebrity,75.9,1,1,1,1,1,2,Bar,Arabian,2,0,9,6,4,6,6,10,4,NA,NA,NA,7,7,6,3,6
60696,10500000,"algerian,korean",-1,Near Party Hub,06-12-2013,61.6,Not Specific,79,1,1,0,1,0,2,Bar,Arabian,3,0,2,4,5,4,6,9,3,NA,5,NA,6,8,5,5,7
60697,32000000,"tibetan,greek",Bangalore,Near Party Hub,30-08-2010,61.8,Not Specific,55.02,1,1,1,1,1,2,Bar,Arabian,3,0,9,4,4,5,5,7,4,NA,3,NA,6,6,4,2,7
60698,38000000,"british,japanese",Pune,Near Business Hub,03-12-2008,85.06,Not Specific,77.5,1,1,0,0,1,2,Bar,90's,2,0,8,4,4,4,10,10,4,NA,NA,NA,10,8,1,0,9
60699,30000000,"algerian,belgian",-1,Near Party Hub,17-11-2011,91.71,Tier A Celebrity,88.83,0,1,1,1,0,2,Bar,Greek,3,0,4,5,5,8,6,8,5,3,2,NA,9,9,6,2,8
60700,32000000,"algerian,belgian",sonepat,Near Party Hub,02-10-2005,76,Tier A Celebrity,78,1,1,1,1,1,2,Bar,Nature,2,0,7,5,4,5,6,NA,3,NA,NA,NA,3,4,5,5,4
60701,20500000,"algerian,algerian",Pune,Near Party Hub,15-03-2010,75.46,Not Specific,75.5,0,1,1,1,1,2,Bar,Parsi,2,0,7,3,4,5,7,9,NA,4,NA,NA,8,5,6,3,7
60702,37500000,"tibetan,greek",Hyderabad ,Near Business Hub,24-01-2009,90.6,Not Specific,92.3,1,1,1,0,1,2,Bar,Greek,3,1,2,6,5,6,8,6,4,2,NA,NA,7,8,3,3,8
60703,32000000,"tibetan,greek",mysore,Near Party Hub,19-03-2010,87,Tier A Celebrity,66,1,1,1,0,1,2,Bar,Arabian,2,0,10,7,4,5,7,9,4,NA,5,NA,4,8,7,0,6
60704,21000000,"chinese,salvadorian",Ghaziabad,Near Party Hub,01-12-2012,74.8,Tier A Celebrity,63.4,1,1,1,1,1,2,Bar,Parsi,2,0,6,5,4,4,8,6,3,2,NA,NA,6,6,5,8,7
